sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,StateofUtah_Choice1,StateofUtah_Choice2,StateofUtah_Choice3,StateofUtah_Choice4,StateofUtah_Choice5,StateofUtah_Choice6,StateofUtah_Choice7,StateofUtah_Choice8,StateofUtah_Choice9,StateofUtah_Choice10,StateofUtah_Choice11,StateofUtah_Choice12,StateofUtah_Choice13,StateofUtah_Choice14,StateofUtah_Choice15,WorkplacePerks_1,WorkplacePerks_2,WorkplacePerks_3,WorkplacePerks_4,WorkplacePerks_5,Zip,Gender,Dependents,Education,Age,workExperience,effectivelyServes,employmentOpportunities,benefits,StateofUtah_Fit,Salary_10% below industry average_Rescaled_Utility,Salary_Industry average_Rescaled_Utility,Salary_10% above industry average_Rescaled_Utility,Flexability_100% on-site hours 0% work at home_Rescaled_Utility,Flexability_75% on-site hours 25% work at home_Rescaled_Utility,Flexability_50% on-site hours 50% work at home_Rescaled_Utility,Flexability_25% on-site hours 75% work at home_Rescaled_Utility,Core_Health Care_Rescaled_Utility,Core_Company Retirement Plan_Rescaled_Utility,Core_Personal sick/vacation leave_Rescaled_Utility,Perks_Childcare credit_Rescaled_Utility,Perks_Tuition assistance_Rescaled_Utility,Perks_Paid parental/family leave_Rescaled_Utility,Perks_Paid professional develop_Rescaled_Utility,Stability_High Stability_Rescaled_Utility,Stability_Low Stability_Rescaled_Utility,Growth_High Growth_Rescaled_Utility,Growth_Low Growth_Rescaled_Utility,Salary_Importance,Flexability_Importance,Core_Importance,Perks_Importance,Stability_Importance,Growth_Importance
453,14 Feb 2020 - 22:40:39 MST,14 Feb 2020 - 22:51:31 MST,0h 10m 52s,0h 10m 48s,1581745239,1581745891,1,5,,Terminate1,1,,Mobile 15E148,,375,,1,2,2,1,1,1,3,3,3,1,3,3,2,2,2,2,1,3,4,5,98387,2,1,3,1,2,1,2,2,0.549335452,-75.34461217,-2.654009296,77.99862146,-101.6115997,47.12960439,42.10955393,12.37244136,26.5076482,-16.16495247,-10.34269573,-18.55101096,12.44004732,22.41804949,-16.30708585,80.91411006,-80.91411006,26.22284053,-26.22284053,0.255572056,0.247902007,0.071121001,0.068281767,0.2697137,0.087409468
454,14 Feb 2020 - 22:41:55 MST,14 Feb 2020 - 22:45:54 MST,0h 3m 59s,0h 3m 55s,1581745315,1581745554,1,5,,Terminate1,1,Windows 7,Chrome 80.0.3987.106,,1152,,2,3,1,2,3,2,3,2,3,1,3,3,2,3,2,4,3,5,2,1,20602,2,1,6,2,2,2,2,2,0.503847403,15.98249398,-5.601417941,-10.38107604,-51.60757915,26.13816593,-42.60303288,68.0724461,7.294260751,17.79930084,-25.09356159,-42.86557469,-17.79196603,-4.782646706,65.44018743,67.66395731,-67.66395731,83.71493278,-83.71493278,0.043939283,0.199466709,0.071488104,0.180509604,0.225546524,0.279049776
455,14 Feb 2020 - 23:09:24 MST,14 Feb 2020 - 23:11:45 MST,0h 2m 21s,0h 2m 19s,1581746964,1581747105,1,5,,Terminate1,1,Windows 8.1,Chrome 80.0.3987.106,,1364,,1,3,1,2,1,1,2,1,1,3,2,3,1,3,3,4,3,5,2,1,73301,2,2,5,2,2,2,2,2,0.485339718,-35.38778873,52.56740057,-17.17961184,37.84831645,24.16773935,-28.72300933,-33.29304647,-29.95272658,1.411435041,28.54129154,9.772788737,-20.85631493,-37.93560989,49.01913608,19.4851532,-19.4851532,128.2421886,-128.2421886,0.146591982,0.118568938,0.09749003,0.144924577,0.064950511,0.427473962
456,14 Feb 2020 - 23:24:46 MST,14 Feb 2020 - 23:34:14 MST,0h 9m 28s,0h 9m 26s,1581747886,1581748454,1,5,,Terminate1,1,Windows 7,Firefox 72.0,,1280,,2,3,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,5,1,2,54911,1,2,3,2,2,3,2,2,0.472674017,-29.54151757,-28.73300144,58.27451901,-43.81990416,19.115517,53.77940833,-29.07502117,-1.785424394,-41.0123663,42.7977907,-98.04120818,7.19341385,0.385668614,90.46212571,41.31196293,-41.31196293,29.82361709,-29.82361709,0.146360061,0.162665521,0.139683595,0.314172223,0.137706543,0.099412057
457,14 Feb 2020 - 23:35:26 MST,14 Feb 2020 - 23:37:46 MST,0h 2m 20s,0h 2m 15s,1581748526,1581748666,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.87,,1440,,1,2,1,3,1,2,3,1,2,3,1,2,3,1,2,1,2,4,3,5,97470,1,2,5,2,2,2,2,2,0.201207215,-12.05315554,-11.46504893,23.51820447,-53.95019487,-22.24814361,122.1904706,-45.9921321,-26.23475329,34.16899081,-7.934237524,-75.53989344,-51.39957646,88.20484459,38.73462531,31.4545755,-31.4545755,50.61517071,-50.61517071,0.0592856,0.293567776,0.100672907,0.272907897,0.104848585,0.168717236
458,15 Feb 2020 - 00:14:19 MST,15 Feb 2020 - 00:52:47 MST,0h 38m 28s,0h 38m 26s,1581750859,1581753167,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.88,,1366,,1,1,3,1,3,1,1,2,3,1,2,3,1,2,2,2,1,4,3,5,25701,2,1,5,2,2,2,1,2,0.557115364,-48.01021343,-6.758582899,54.76879632,-108.6339756,-30.37016853,56.08422287,82.91992128,57.84899005,-37.72027268,-20.12871737,-14.82004418,-1.16390672,-3.407587434,19.39153834,77.34769168,-77.34769168,10.59543237,-10.59543237,0.17129835,0.319256495,0.159282105,0.057019304,0.257825639,0.035318108
459,15 Feb 2020 - 00:15:14 MST,15 Feb 2020 - 00:24:11 MST,0h 8m 57s,0h 10m 12s,1581750914,1581751451,1,5,,Terminate1,1,Mac OS X 10.10.5,Chrome 79.0.3945.130,,1280,,2,2,2,1,2,3,3,1,2,3,2,2,3,3,1,3,1,4,2,5,79938,2,1,5,2,2,2,2,2,0.4658849,-63.6046239,24.20826173,39.39636217,-48.76678645,43.02948189,-26.15872987,31.89603443,42.89176891,-20.88981617,-22.00195274,-22.66833197,10.55806648,23.63913917,-11.52887368,71.11000959,-71.11000959,75.89076682,-75.89076682,0.17166831,0.152993781,0.108156203,0.077179119,0.237033365,0.252969223
460,15 Feb 2020 - 00:37:58 MST,15 Feb 2020 - 00:39:27 MST,0h 1m 29s,0h 1m 26s,1581752278,1581752367,1,2,,StateofUtah_Choice4,1,Windows 10.0,Chrome 79.0.3945.88,,1349,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,15 Feb 2020 - 00:40:25 MST,15 Feb 2020 - 00:50:11 MST,0h 9m 46s,0h 9m 43s,1581752425,1581753011,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1920,,2,2,1,1,1,1,2,3,2,1,3,2,3,3,1,5,1,3,2,4,85310,1,2,5,2,1,2,2,2,0.613176912,-76.14844868,26.42870579,49.71974289,-8.755173194,3.717685772,27.77655233,-22.7390649,49.1200342,-40.41510777,-8.704926427,-43.79840414,-11.83979757,13.22726216,42.41093954,85.48950691,-85.48950691,38.44634586,-38.44634586,0.209780319,0.084192695,0.149225237,0.143682239,0.284965023,0.128154486
462,15 Feb 2020 - 01:07:32 MST,15 Feb 2020 - 01:12:10 MST,0h 4m 38s,0h 4m 33s,1581754052,1581754330,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1536,,3,2,1,3,3,2,2,1,3,2,1,1,2,2,2,5,4,3,2,1,92129,1,2,5,2,1,1,1,1,0.538955129,-111.327787,27.34959171,83.97819532,12.43777331,6.365980301,-45.65268488,26.84893127,-6.683139846,-17.37374438,24.05688423,-54.44101964,14.0517694,-29.74133096,70.13058121,82.52848594,-82.52848594,-0.566600074,0.566600074,0.325509971,0.120836027,0.069051048,0.207619335,0.275094953,0.001888667
463,15 Feb 2020 - 01:27:45 MST,15 Feb 2020 - 01:31:40 MST,0h 3m 55s,0h 3m 53s,1581755265,1581755500,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.106,,1366,,1,3,2,1,2,2,3,2,1,3,3,2,3,2,2,1,5,4,3,2,97477,2,2,5,2,2,2,2,2,0.324966892,-56.28687519,20.15322194,36.13365324,32.23721878,-88.52086921,23.03596183,33.2476886,39.36240605,-58.79270041,19.43029436,-71.13553249,7.46056038,70.8954391,-7.220466987,32.34265242,-32.34265242,40.46976544,-40.46976544,0.154034214,0.202947596,0.163591844,0.236718286,0.107808841,0.134899218
464,15 Feb 2020 - 01:41:42 MST,15 Feb 2020 - 01:41:42 MST,0h 0m 0s,0h 0m 0s,1581756102,1581756102,1,2,,Text1,1,Mac OS X 10.10,Firefox 73.0,,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,15 Feb 2020 - 02:02:02 MST,15 Feb 2020 - 02:04:47 MST,0h 2m 45s,0h 2m 42s,1581757322,1581757487,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.106,,1920,,1,2,2,3,1,2,3,3,2,1,3,2,1,3,3,3,5,2,4,1,15211,1,2,2,1,1,3,2,2,0.220028648,-12.69454053,-18.70134925,31.39588978,-37.2072336,-67.02703846,74.91216073,29.32211132,-3.686690851,6.652177924,-2.965487074,-12.40972389,-133.4883146,118.9550935,26.94294494,62.19221724,-62.19221724,-10.39842523,10.39842523,0.083495398,0.236565332,0.017231448,0.420739013,0.207307391,0.034661417
466,15 Feb 2020 - 02:03:02 MST,15 Feb 2020 - 02:10:22 MST,0h 7m 20s,0h 7m 17s,1581757382,1581757822,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1368,,2,3,1,3,2,3,1,3,2,2,3,2,1,1,3,5,4,1,2,3,55416,2,2,5,2,1,1,1,1,0.406843908,-141.2234707,-10.85822111,152.0816918,-0.666089423,33.57596821,-46.6861606,13.77628181,-49.33081083,34.67722967,14.65358115,-31.17289318,28.22612087,33.36280492,-30.41603261,18.80891953,-18.80891953,-20.13556556,20.13556556,0.488841937,0.133770215,0.140013401,0.107559497,0.062696398,0.067118552
467,15 Feb 2020 - 03:10:36 MST,15 Feb 2020 - 03:12:02 MST,0h 1m 26s,0h 1m 24s,1581761436,1581761522,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1366,,1,2,3,3,1,2,3,2,1,3,2,2,1,2,2,4,2,5,1,3,32819,2,2,5,1,2,1,1,2,0.245251923,-47.17092201,24.07752509,23.09339693,-26.20563628,44.46138658,-59.41894765,41.16319735,-38.27783092,7.402615768,30.87521515,31.05099582,-137.6389879,97.11809267,9.469899456,47.27073872,-47.27073872,-13.20980727,13.20980727,0.118747412,0.17313389,0.115255077,0.391261801,0.157569129,0.044032691
468,15 Feb 2020 - 03:21:00 MST,15 Feb 2020 - 03:24:46 MST,0h 3m 46s,0h 3m 41s,1581762060,1581762286,1,5,,Terminate1,1,Mac OS X 10.15,Safari 13.0.4,,834,,3,1,3,3,2,1,3,2,2,1,1,3,2,1,1,5,4,3,1,2,78418,2,2,5,2,2,1,1,1,0.370561648,-45.43673525,19.29131756,26.14541769,-60.48409506,16.73911108,54.0848105,-10.33982651,50.57659221,-24.93916357,-25.63742864,27.27076948,-10.4482481,-54.85666186,38.03414047,96.75443012,-96.75443012,25.61762903,-25.61762903,0.119303588,0.190948176,0.127023368,0.154818004,0.322514767,0.085392097
469,15 Feb 2020 - 03:51:48 MST,15 Feb 2020 - 03:51:48 MST,0h 0m 0s,0h 0m 0s,1581763908,1581763908,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,15 Feb 2020 - 03:51:48 MST,15 Feb 2020 - 03:51:48 MST,0h 0m 0s,0h 0m 0s,1581763908,1581763908,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,15 Feb 2020 - 05:46:08 MST,15 Feb 2020 - 05:53:34 MST,0h 7m 26s,0h 7m 22s,1581770768,1581771214,1,5,,Terminate1,1,Windows 7,Chrome 80.0.3987.106,,1920,,2,1,1,3,3,3,1,2,3,3,2,1,1,1,2,4,3,1,2,5,55375,1,2,5,2,1,1,2,2,0.549683097,-32.98126014,1.497367019,31.48389312,-107.2035656,-63.16690045,68.09261687,102.2778491,-18.64058988,-9.729649997,28.37023988,-11.51769491,23.49045812,-17.76106762,5.788304407,39.92322042,-39.92322042,78.97231785,-78.97231785,0.107441922,0.349135691,0.078351383,0.068752543,0.133077401,0.263241059
472,15 Feb 2020 - 06:09:14 MST,15 Feb 2020 - 06:14:08 MST,0h 4m 54s,0h 4m 53s,1581772154,1581772448,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.106,,1920,,3,3,2,2,2,1,2,3,2,1,1,1,1,3,1,3,1,2,4,5,8054,2,2,2,1,1,2,2,2,0.465174801,37.29147448,-74.2625924,36.97111792,-96.79871285,-50.94960568,72.46146686,75.28685166,-24.73262605,25.70413509,-0.971509049,-24.99943946,3.143816163,-26.38462546,48.24024875,92.06112837,-92.06112837,-3.58823826,3.58823826,0.185923445,0.286809274,0.084061269,0.12437479,0.306870428,0.011960794
473,15 Feb 2020 - 06:38:06 MST,15 Feb 2020 - 06:41:39 MST,0h 3m 33s,0h 3m 29s,1581773886,1581774099,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.87,,1280,,3,2,1,2,1,1,3,1,2,2,2,1,2,2,3,1,4,2,3,5,43224,2,1,3,1,2,2,2,2,0.561672031,-150.0681063,34.68078275,115.3873235,48.35656767,-41.55762861,31.69842701,-38.49736607,12.03758461,13.17715123,-25.21473584,-11.90135251,-15.5398088,40.59895434,-13.15779303,66.5324756,-66.5324756,8.517386253,-8.517386253,0.442425716,0.149856994,0.063986478,0.093564605,0.221774919,0.028391288
474,15 Feb 2020 - 06:56:28 MST,15 Feb 2020 - 07:00:19 MST,0h 3m 51s,0h 3m 48s,1581774988,1581775219,1,5,,Terminate1,1,Windows 8.1,Chrome 79.0.3945.117,,1280,,1,2,1,3,1,3,1,2,1,1,3,2,1,3,1,3,4,5,2,1,73301,2,1,5,2,1,2,1,2,0.353537355,6.674530504,-37.20184912,30.52731861,-32.30594947,-27.28451373,-29.71618547,89.30664867,11.43314987,-21.44726487,10.014115,-25.17594345,72.46050729,12.16158198,-59.44614582,33.0114525,-33.0114525,89.92413064,-89.92413064,0.112881946,0.202687664,0.054800691,0.219844422,0.110038175,0.299747102
475,15 Feb 2020 - 07:20:47 MST,15 Feb 2020 - 07:23:45 MST,0h 2m 58s,0h 2m 53s,1581776447,1581776625,1,5,,Terminate1,1,Windows 7,Chrome 79.0.3945.130,,1366,,3,1,3,3,1,3,3,1,3,2,3,1,2,2,2,5,4,2,1,3,27524,2,2,3,1,2,3,1,1,0.237323887,-61.7837388,-8.732750284,70.51648909,24.41379315,21.99882885,-9.43382535,-36.97879665,35.77427465,17.20089664,-52.97517129,-36.76157997,-68.77972502,33.50298778,72.03831721,47.38683449,-47.38683449,40.98301258,-40.98301258,0.22050038,0.102320983,0.147915743,0.234696737,0.157956115,0.136610042
476,15 Feb 2020 - 07:23:28 MST,15 Feb 2020 - 07:27:40 MST,0h 4m 12s,0h 4m 11s,1581776608,1581776860,1,5,,Terminate1,1,Windows 7,Chrome 79.0.3945.130,,1920,,1,1,2,3,2,1,1,3,2,2,2,2,1,3,2,5,4,3,2,1,14006,1,2,5,2,1,1,2,2,0.438523661,-12.65410466,-33.73348317,46.38758783,-52.90087026,27.20048538,-12.26995828,37.97034316,146.8516833,-60.77624745,-86.07543588,-31.2113733,14.11893079,-18.93510741,36.02754993,40.21380744,-40.21380744,24.20702913,-24.20702913,0.133535118,0.151452022,0.388211865,0.112064872,0.134046025,0.080690097
477,15 Feb 2020 - 07:45:32 MST,15 Feb 2020 - 07:46:11 MST,0h 0m 39s,0h 0m 38s,1581777932,1581777971,1,2,,StateofUtah_Choice3,1,Windows 10.0,Chrome 79.0.3945.130,,806,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,15 Feb 2020 - 08:27:32 MST,15 Feb 2020 - 08:43:00 MST,0h 15m 28s,0h 15m 26s,1581780452,1581781380,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1280,,2,1,2,2,2,1,2,1,1,2,3,2,1,1,2,5,2,4,1,3,20176,1,2,3,2,2,2,2,2,0.566875712,-6.789126687,6.907898598,-0.118771912,-21.74728801,0.149767079,8.215086572,13.38243435,-9.790757879,-18.07866575,27.86942363,-16.09464373,-37.92556593,57.78635355,-3.766143889,137.7677545,-137.7677545,66.98886728,-66.98886728,0.022828375,0.058549537,0.076580149,0.159519866,0.459225848,0.223296224
479,15 Feb 2020 - 08:29:55 MST,15 Feb 2020 - 08:35:36 MST,0h 5m 41s,0h 5m 37s,1581780595,1581780936,1,5,,Terminate1,1,Mac OS X 10.14.5,Safari 12.1.1,,729,,2,2,1,2,3,3,3,2,3,1,1,3,1,2,3,4,1,5,2,3,27514,2,2,3,1,2,3,2,2,0.509402166,12.52960219,0.343791609,-12.8733938,-136.0906026,18.15621537,46.85013412,71.08425311,1.330896698,8.672426831,-10.00332353,-27.1987754,29.28870887,-45.72263717,43.6327037,100.9304695,-100.9304695,28.76505904,-28.76505904,0.042338327,0.345291426,0.031126251,0.148925568,0.336434898,0.09588353
480,15 Feb 2020 - 08:47:07 MST,15 Feb 2020 - 08:53:43 MST,0h 6m 36s,0h 6m 33s,1581781627,1581782023,1,5,,Terminate1,1,Windows 10.0,Chrome 58.0.3029.110,,1094,,2,3,1,1,2,3,3,2,2,1,1,3,3,2,3,4,5,2,1,3,29605,2,2,6,2,1,1,2,2,0.449913151,-67.04886725,21.03640553,46.01246173,-102.3476502,91.66387779,22.08630574,-11.4025333,15.02625515,-37.40719195,22.3809368,11.83562354,85.87632663,-22.78861663,-74.92333355,26.94802875,-26.94802875,9.221648288,-9.221648288,0.188435548,0.323352547,0.099646881,0.267999434,0.089826762,0.030738828
481,15 Feb 2020 - 08:47:31 MST,15 Feb 2020 - 08:54:03 MST,0h 6m 32s,0h 6m 30s,1581781651,1581782043,1,5,,Terminate1,1,Mac OS X 10.15.3,Chrome 79.0.3945.130,,1357,,1,1,1,3,1,1,1,2,1,1,2,3,2,2,2,5,3,1,4,2,78617,2,2,3,1,2,2,1,1,0.578488999,-45.04555761,2.510004553,42.53555306,33.66402508,-8.981671855,-16.51963853,-8.162714688,22.1120663,4.143742237,-26.25580853,-117.6707935,67.42386614,63.21266009,-12.96573277,91.51199931,-91.51199931,22.87434633,-22.87434633,0.145968518,0.083639439,0.080613125,0.308491099,0.305039998,0.076247821
482,15 Feb 2020 - 08:48:53 MST,15 Feb 2020 - 08:53:50 MST,0h 4m 57s,0h 4m 56s,1581781733,1581782030,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.106,,1366,,3,1,3,2,2,2,1,2,3,2,3,3,2,2,3,5,4,2,1,3,48180,1,2,2,1,1,2,1,1,0.54077549,-57.40942867,6.296819079,51.11260959,27.68402532,-35.15851075,19.22267707,-11.74819164,31.37428602,10.49968651,-41.87397253,-48.82992452,5.362312522,11.28650019,32.18111181,35.04355682,-35.04355682,102.1445086,-102.1445086,0.180870064,0.10473756,0.122080431,0.135018394,0.116811856,0.340481695
483,15 Feb 2020 - 09:17:33 MST,15 Feb 2020 - 09:24:38 MST,0h 7m 5s,0h 7m 2s,1581783453,1581783878,1,5,,Terminate1,1,Android 10,Chrome 80.0.3987.99,,393,,3,3,1,1,2,1,1,3,3,2,2,2,3,3,1,5,2,1,4,3,3045,2,2,5,2,1,1,2,2,0.473444995,0.782261642,-36.33740859,35.55514695,85.65714531,-0.998087437,-25.28563891,-59.37341897,96.02720941,-75.62564793,-20.40156149,4.122970106,-0.981530701,-25.01045766,21.86901826,47.46076568,-47.46076568,34.81150779,-34.81150779,0.119820926,0.241717607,0.286088096,0.07813246,0.158202552,0.116038359
484,15 Feb 2020 - 09:39:25 MST,15 Feb 2020 - 09:49:11 MST,0h 9m 46s,0h 9m 42s,1581784765,1581785351,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.106,,1366,,1,2,3,2,3,1,1,3,3,3,3,1,1,3,3,5,2,3,1,4,95350,1,2,4,1,2,1,2,2,0.571297576,12.89933536,-2.387698877,-10.51163649,-2.599192513,15.64569145,-37.32949167,24.28299273,-60.18070117,16.01391041,44.16679076,25.24546525,-67.47970204,28.75279582,13.48144097,112.3120707,-112.3120707,44.88620632,-44.88620632,0.039018286,0.102687474,0.173912487,0.160387496,0.374373569,0.149620688
485,15 Feb 2020 - 10:09:41 MST,15 Feb 2020 - 10:23:35 MST,0h 13m 54s,0h 13m 52s,1581786581,1581787415,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1366,,2,3,1,3,1,2,1,1,3,3,3,1,1,2,2,5,2,3,1,4,43232,1,2,3,1,2,2,2,2,0.554669961,-109.1321037,89.9858755,19.14622815,-25.05940124,17.65902499,-34.26553392,41.66591018,-14.57080675,23.78239071,-9.211583956,-25.35554262,17.02893245,-8.924909527,17.2515197,60.58222092,-60.58222092,61.41293756,-61.41293756,0.331863299,0.126552407,0.063921996,0.071011771,0.201940736,0.204709792
486,15 Feb 2020 - 10:17:18 MST,15 Feb 2020 - 10:17:18 MST,0h 0m 0s,0h 0m 0s,1581787038,1581787038,1,2,,Text1,1,Mac OS X 10.13.5,Safari 11.1.1,,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,15 Feb 2020 - 10:39:48 MST,15 Feb 2020 - 10:46:31 MST,0h 6m 43s,0h 6m 38s,1581788388,1581788791,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1366,,2,2,2,2,1,1,2,3,3,2,1,3,3,3,1,4,5,2,1,3,31811,1,2,2,1,1,3,1,1,0.526951331,-100.6334401,42.95713719,57.67630291,-44.73949831,12.49299763,47.71598329,-15.46948261,85.78727808,-81.65274266,-4.134535416,-28.52432431,13.9411396,41.37358332,-26.79039861,33.54627016,-33.54627016,22.40215335,-22.40215335,0.263849572,0.154092469,0.279066701,0.116496513,0.111820901,0.074673844
488,15 Feb 2020 - 12:35:33 MST,15 Feb 2020 - 12:43:36 MST,0h 8m 3s,0h 8m 1s,1581795333,1581795816,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.106,,1366,,2,1,2,1,3,2,1,2,3,2,1,2,3,1,2,4,2,3,1,5,19141,1,2,5,2,1,2,2,2,0.269582636,-111.5939416,50.59765925,60.99628239,-79.18643471,102.4959839,-4.184265363,-19.12528386,17.84872257,4.101961131,-21.9506837,27.49699536,-92.74613605,14.15559568,51.09354502,2.163269738,-2.163269738,-28.88086525,28.88086525,0.287650373,0.302804031,0.066332344,0.239732802,0.007210899,0.096269551
489,15 Feb 2020 - 13:14:11 MST,15 Feb 2020 - 13:17:44 MST,0h 3m 33s,0h 3m 30s,1581797651,1581797864,1,5,,Terminate1,1,Mac OS X 10.13.6,Safari 13.0.5,,1280,,2,2,1,1,2,1,2,3,1,2,3,1,3,3,1,5,4,3,1,2,55420,1,2,5,2,2,1,2,2,0.615522902,-25.80127209,0.833377345,24.96789475,-6.872916848,21.20451418,-24.86008065,10.52848332,55.42505132,-46.59179797,-8.833253353,-37.83186445,-29.55912524,36.85544431,30.53554538,117.6426477,-117.6426477,45.58839248,-45.58839248,0.084615278,0.076774325,0.170028082,0.124478848,0.392142159,0.151961308
490,15 Feb 2020 - 13:19:09 MST,15 Feb 2020 - 13:22:36 MST,0h 3m 27s,0h 3m 25s,1581797949,1581798156,1,5,,Terminate1,1,Mac OS X 10.14.6,Chrome 80.0.3987.106,,1424,,2,3,3,3,2,1,2,1,3,1,1,3,3,2,1,5,3,4,1,2,37916,2,2,5,1,1,2,2,2,0.554309035,-15.24078525,-7.436974762,22.67776001,55.43637455,-26.8119729,13.12974613,-41.75414778,47.57713002,4.007748129,-51.58487815,-47.67109789,47.19382248,22.61339035,-22.13611494,97.12448283,-97.12448283,38.30751911,-38.30751911,0.063197575,0.161984204,0.165270014,0.158108201,0.323748276,0.12769173
491,15 Feb 2020 - 13:29:38 MST,15 Feb 2020 - 13:31:18 MST,0h 1m 40s,0h 1m 37s,1581798578,1581798678,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.106,,1366,,1,1,2,2,2,1,2,3,1,1,1,2,2,2,2,1,3,5,2,4,33143,1,2,4,1,1,2,2,2,0.337732878,19.72109342,-58.75172742,39.030634,-63.83984097,56.94781502,51.83660089,-44.94457494,105.5110426,-66.66294149,-38.84810107,10.4852386,63.15397025,-69.19288908,-4.446319762,20.92108064,-20.92108064,17.53348897,-17.53348897,0.162970602,0.20131276,0.28695664,0.220578099,0.069736935,0.058444963
492,15 Feb 2020 - 13:52:18 MST,15 Feb 2020 - 13:54:26 MST,0h 2m 8s,0h 2m 4s,1581799938,1581800066,1,5,,Terminate1,1,Mac OS X 10.14.6,Chrome 79.0.3945.130,,1440,,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,3,4,1,2,5,61853,2,2,3,1,1,2,1,1,0.313889128,-9.610803219,34.78553871,-25.17473549,-47.43310377,88.05815097,-4.666332202,-35.958715,21.33387906,-4.227555171,-17.10632389,-38.20436335,87.30004203,-11.97760347,-37.11807521,45.14203567,-45.14203567,75.1598957,-75.1598957,0.09993379,0.225818758,0.064067005,0.209174009,0.150473452,0.250532986
493,15 Feb 2020 - 13:57:01 MST,15 Feb 2020 - 14:00:11 MST,0h 3m 10s,0h 3m 8s,1581800221,1581800411,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1920,,1,3,2,3,1,1,3,2,3,1,2,2,1,3,1,3,2,1,4,5,60656,1,2,5,1,1,2,2,2,0.55384816,-93.75511089,29.70213426,64.05297663,-20.12007857,12.03975756,4.046962853,4.033358157,43.58285877,5.481873851,-49.06473262,-6.946509213,-3.598283145,32.32103763,-21.77624528,60.03339369,-60.03339369,71.61020733,-71.61020733,0.263013479,0.053599727,0.154412652,0.090162138,0.200111312,0.238700691
494,15 Feb 2020 - 14:07:25 MST,15 Feb 2020 - 14:11:30 MST,0h 4m 5s,0h 4m 2s,1581800845,1581801090,1,5,,Terminate1,1,Windows 10.0,Chrome 80.0.3987.106,,958,,3,1,2,1,2,2,3,2,2,3,3,3,1,3,2,5,4,2,1,3,28805,1,2,3,1,1,3,2,2,0.455382523,-3.764338758,-4.151472606,7.915811363,-55.54377113,-37.0761216,60.20689393,32.4129988,4.461481574,3.790902097,-8.252383672,-144.1624216,85.81401403,-31.80263207,90.15103961,60.78599548,-60.78599548,51.7913668,-51.7913668,0.02011214,0.192917775,0.021189775,0.390522435,0.202619985,0.172637889
